platform,brand,product_count,total_daily_units_est,total_monthly_units_est,location,scraped_at
flipkart,RED TAPE,10,294.8,8844.0,,2026-03-22T12:18:25
flipkart,KHODAL ARTH,9,293.1,8793.0,,2026-03-22T12:18:25
flipkart,MAYBELLINE NEW YORK,7,286.7,8601.0,,2026-03-22T12:18:25
flipkart,Walkers,18,283.6,8508.0,,2026-03-22T12:18:25
flipkart,Godrej Interio,8,278.6,8358.0,,2026-03-22T12:18:25
flipkart,SONATA,8,265.1,7953.0,,2026-03-22T12:18:25
flipkart,Flyscape,6,259.9,7797.0,,2026-03-22T12:18:25
flipkart,PMW,5,258.4,7752.0,,2026-03-22T12:18:25
flipkart,KNK,10,253.1,7593.0,,2026-03-22T12:18:25
flipkart,MISSTREX,7,253.0,7590.0,,2026-03-22T12:18:25
flipkart,Classmate,8,248.7,7461.0,,2026-03-22T12:18:25
flipkart,KAJARU,8,247.3,7419.0,,2026-03-22T12:18:25
flipkart,DecorHouse,7,246.7,7401.0,,2026-03-22T12:18:25
flipkart,Nothing,5,242.2,7266.0,,2026-03-22T12:18:25
flipkart,DAILYHERBS,6,234.3,7029.0,,2026-03-22T12:18:25
flipkart,Domestic Point,6,229.7,6891.0,,2026-03-22T12:18:25
flipkart,Home Sizzler,6,228.8,6864.0,,2026-03-22T12:18:25
flipkart,Health Made,5,226.6,6798.0,,2026-03-22T12:18:25
flipkart,J K INTERNATIONAL,4,219.6,6588.0,,2026-03-22T12:18:25
flipkart,Adoere,6,217.6,6528.0,,2026-03-22T12:18:25
flipkart,HEALTHKART,6,216.8,6504.0,,2026-03-22T12:18:25
flipkart,EyeBogler,12,214.4,6432.0,,2026-03-22T12:18:25
flipkart,Crompton,7,213.4,6402.0,,2026-03-22T12:18:25
flipkart,REDMI,7,211.5,6345.0,,2026-03-22T12:18:25
flipkart,sachin,4,211.1,6333.0,,2026-03-22T12:18:25
flipkart,Hellcat,3,210.7,6321.0,,2026-03-22T12:18:25
flipkart,DECORASIA,6,209.3,6279.0,,2026-03-22T12:18:25
flipkart,sti,9,206.4,6192.0,,2026-03-22T12:18:25
flipkart,KASPY,7,205.1,6153.0,,2026-03-22T12:18:25
flipkart,TRIPR,4,204.0,6120.0,,2026-03-22T12:18:25
flipkart,Ecodex,10,201.1,6033.0,,2026-03-22T12:18:25
flipkart,FurniGully,2,196.7,5901.0,,2026-03-22T12:18:25
flipkart,Nokia,5,194.4,5832.0,,2026-03-22T12:18:25
flipkart,PHILIPS,12,192.2,5766.0,,2026-03-22T12:18:25
flipkart,Satv Dairy,2,191.8,5754.0,,2026-03-22T12:18:25
flipkart,Simple,3,185.8,5574.0,,2026-03-22T12:18:25
flipkart,vivo,5,183.9,5517.0,,2026-03-22T12:18:25
flipkart,TECHNOSPORT,2,183.9,5517.0,,2026-03-22T12:18:25
flipkart,DDecora,7,182.4,5472.0,,2026-03-22T12:18:25
flipkart,Sheny,8,181.7,5451.0,,2026-03-22T12:18:25
flipkart,STF,3,178.7,5361.0,,2026-03-22T12:18:25
flipkart,Pidilite,3,177.9,5337.0,,2026-03-22T12:18:25
flipkart,DOMS,6,176.6,5298.0,,2026-03-22T12:18:25
flipkart,Anaaya Craft,2,174.5,5235.0,,2026-03-22T12:18:25
flipkart,Fitness Scout,2,170.3,5109.0,,2026-03-22T12:18:25
flipkart,Huggies,5,169.8,5094.0,,2026-03-22T12:18:25
flipkart,Pseudo,2,168.8,5064.0,,2026-03-22T12:18:25
flipkart,Echor,4,167.4,5022.0,,2026-03-22T12:18:25
flipkart,cantus,3,167.2,5016.0,,2026-03-22T12:18:25
flipkart,Nilkamal,7,166.9,5007.0,,2026-03-22T12:18:25
flipkart,Cuddles - Super Pants,3,163.7,4911.0,,2026-03-22T12:18:25
flipkart,DyrectDeals,2,162.3,4869.0,,2026-03-22T12:18:25
flipkart,OPPO,4,161.7,4851.0,,2026-03-22T12:18:25
flipkart,OPEN SECRET,2,160.9,4827.0,,2026-03-22T12:18:25
flipkart,Herbal Nutrition Life,5,156.3,4689.0,,2026-03-22T12:18:25
flipkart,URBANBOX,2,155.8,4674.0,,2026-03-22T12:18:25
flipkart,Farmley,2,155.1,4653.0,,2026-03-22T12:18:25
flipkart,CF SPORTS,2,154.8,4644.0,,2026-03-22T12:18:25
flipkart,SUVIKSHA,6,154.4,4632.0,,2026-03-22T12:18:25
flipkart,Miss & Chief by Flipkart,5,154.3,4629.0,,2026-03-22T12:18:25
flipkart,Allen Solly,5,154.1,4623.0,,2026-03-22T12:18:25
flipkart,LAVA,4,153.0,4590.0,,2026-03-22T12:18:25
flipkart,BRANDONN,11,152.6,4578.0,,2026-03-22T12:18:25
flipkart,WONDERLAND,4,152.0,4560.0,,2026-03-22T12:18:25
flipkart,HOME SPIRE,2,150.5,4515.0,,2026-03-22T12:18:25
flipkart,FIRST BEAUTY,5,150.1,4503.0,,2026-03-22T12:18:25
flipkart,Kwitchy,3,149.7,4491.0,,2026-03-22T12:18:25
flipkart,FTX,9,147.7,4431.0,,2026-03-22T12:18:25
flipkart,SBCOLLECTION,6,145.7,4371.0,,2026-03-22T12:18:25
flipkart,markway,6,143.2,4296.0,,2026-03-22T12:18:25
flipkart,CASIO,4,142.7,4281.0,,2026-03-22T12:18:25
flipkart,sakshi,3,140.6,4218.0,,2026-03-22T12:18:25
flipkart,U.S. POLO ASSN.,3,138.5,4155.0,,2026-03-22T12:18:25
flipkart,LooknlveSports,3,135.0,4050.0,,2026-03-22T12:18:25
flipkart,BEARDO,4,133.9,4017.0,,2026-03-22T12:18:25
flipkart,NEPEE,2,131.4,3942.0,,2026-03-22T12:18:25
flipkart,TIMEX,6,130.3,3909.0,,2026-03-22T12:18:25
flipkart,HP,3,129.5,3885.0,,2026-03-22T12:18:25
flipkart,Fastrack,4,127.7,3831.0,,2026-03-22T12:18:25
flipkart,Lakmé,3,122.9,3687.0,,2026-03-22T12:18:25
flipkart,sky spirit,5,121.8,3654.0,,2026-03-22T12:18:25
flipkart,FABER,7,120.4,3612.0,,2026-03-22T12:18:25
flipkart,Baidyanath,2,117.4,3522.0,,2026-03-22T12:18:25
flipkart,gopi by GopiStore,2,115.2,3456.0,,2026-03-22T12:18:25
flipkart,BRUTON,1,114.6,3438.0,,2026-03-22T12:18:25
flipkart,Huangbao,2,114.1,3423.0,,2026-03-22T12:18:25
flipkart,SHIELD,3,112.7,3381.0,,2026-03-22T12:18:25
flipkart,VHD,2,112.7,3381.0,,2026-03-22T12:18:25
flipkart,wvhc,1,112.4,3372.0,,2026-03-22T12:18:25
flipkart,L'Oréal Paris,4,112.3,3369.0,,2026-03-22T12:18:25
flipkart,JaipurCrafts,4,110.8,3324.0,,2026-03-22T12:18:25
flipkart,Health Ayurveda,4,110.5,3315.0,,2026-03-22T12:18:25
flipkart,Kidzoy,2,110.4,3312.0,,2026-03-22T12:18:25
flipkart,NAVNEET,2,109.2,3276.0,,2026-03-22T12:18:25
flipkart,Jholawala,1,108.3,3249.0,,2026-03-22T12:18:25
flipkart,UNICUS APPAREL,2,107.6,3228.0,,2026-03-22T12:18:25
flipkart,REEBOK,4,107.5,3225.0,,2026-03-22T12:18:25
flipkart,Vadhavan,2,107.5,3225.0,,2026-03-22T12:18:25
flipkart,Funtus,5,106.4,3192.0,,2026-03-22T12:18:25
flipkart,MAA DURGA AYURVED,1,106.2,3186.0,,2026-03-22T12:18:25
flipkart,Parachute Advansed,2,105.8,3174.0,,2026-03-22T12:18:25
flipkart,Skechers,4,105.6,3168.0,,2026-03-22T12:18:25
flipkart,Pampers,4,105.3,3159.0,,2026-03-22T12:18:25
flipkart,Luxurium decor,1,104.6,3138.0,,2026-03-22T12:18:25
flipkart,Voltas Beko by A Tata Product,3,103.9,3117.0,,2026-03-22T12:18:25
flipkart,PIRASO,1,103.5,3105.0,,2026-03-22T12:18:25
flipkart,richerson,1,103.2,3096.0,,2026-03-22T12:18:25
flipkart,BATTLEFIELD,2,103.1,3093.0,,2026-03-22T12:18:25
flipkart,Eat Anytime,1,102.4,3072.0,,2026-03-22T12:18:25
flipkart,Jmax,1,102.2,3066.0,,2026-03-22T12:18:25
flipkart,sneki,1,100.8,3024.0,,2026-03-22T12:18:25
flipkart,Mcare,2,100.6,3018.0,,2026-03-22T12:18:25
flipkart,1st Step,3,100.4,3012.0,,2026-03-22T12:18:25
flipkart,neuspace,3,100.4,3012.0,,2026-03-22T12:18:25
flipkart,Be Bodywise,1,100.2,3006.0,,2026-03-22T12:18:25
flipkart,Gillette,1,100.2,3006.0,,2026-03-22T12:18:25
flipkart,Ayuvya,3,99.2,2976.0,,2026-03-22T12:18:25
flipkart,ELINOR,1,98.9,2967.0,,2026-03-22T12:18:25
flipkart,selloria,2,98.8,2964.0,,2026-03-22T12:18:25
flipkart,VINTAGE PANDA,2,98.1,2943.0,,2026-03-22T12:18:25
flipkart,VICTORY,3,97.7,2931.0,,2026-03-22T12:18:25
flipkart,Fevicryl,4,97.6,2928.0,,2026-03-22T12:18:25
flipkart,Definite,2,97.4,2922.0,,2026-03-22T12:18:25
flipkart,Flair Creative,2,97.0,2910.0,,2026-03-22T12:18:25
flipkart,unleash,1,96.7,2901.0,,2026-03-22T12:18:25
flipkart,BT Enterprises,2,95.9,2877.0,,2026-03-22T12:18:25
flipkart,fellow,1,95.9,2877.0,,2026-03-22T12:18:25
flipkart,RIGHT CHOICE,1,95.4,2862.0,,2026-03-22T12:18:25
flipkart,North Shore,1,95.3,2859.0,,2026-03-22T12:18:25
flipkart,GLUCON-D,1,95.2,2856.0,,2026-03-22T12:18:25
flipkart,LEATHERKRAFT,1,94.8,2844.0,,2026-03-22T12:18:25
flipkart,LEWEL,1,94.5,2835.0,,2026-03-22T12:18:25
flipkart,KHILONEWALA,1,94.3,2829.0,,2026-03-22T12:18:25
flipkart,Menkovy,1,94.2,2826.0,,2026-03-22T12:18:25
flipkart,Pigeon,3,94.2,2826.0,,2026-03-22T12:18:25
flipkart,MARS,3,94.2,2826.0,,2026-03-22T12:18:25
flipkart,Pure Nutrition,6,94.1,2823.0,,2026-03-22T12:18:25
flipkart,SWIFFIN,2,93.9,2817.0,,2026-03-22T12:18:25
flipkart,Fast Fashion,1,93.6,2808.0,,2026-03-22T12:18:25
flipkart,CRETO,1,93.6,2808.0,,2026-03-22T12:18:25
flipkart,OLDIVA,1,93.4,2802.0,,2026-03-22T12:18:25
flipkart,Dn With Divine Nutrition,2,93.0,2790.0,,2026-03-22T12:18:25
flipkart,action,7,92.8,2784.0,,2026-03-22T12:18:25
flipkart,SearchForMerch,1,92.3,2769.0,,2026-03-22T12:18:25
flipkart,Sorath,1,92.1,2763.0,,2026-03-22T12:18:25
flipkart,Cadbury,1,91.6,2748.0,,2026-03-22T12:18:25
flipkart,DR.VEDA,1,91.5,2745.0,,2026-03-22T12:18:25
flipkart,TrueBuy,1,91.5,2745.0,,2026-03-22T12:18:25
flipkart,Oxel,1,91.2,2736.0,,2026-03-22T12:18:25
flipkart,ADAAZEL,3,91.2,2736.0,,2026-03-22T12:18:25
flipkart,Onmac enterprises,1,91.0,2730.0,,2026-03-22T12:18:25
flipkart,Shivark,2,91.0,2730.0,,2026-03-22T12:18:25
flipkart,Toys R Us Avigo,1,90.6,2718.0,,2026-03-22T12:18:25
flipkart,Vinsonsports,1,90.4,2712.0,,2026-03-22T12:18:25
flipkart,LITTLE BIRDIE,2,90.4,2712.0,,2026-03-22T12:18:25
flipkart,FabTag - kiddeo,1,90.3,2709.0,,2026-03-22T12:18:25
flipkart,Protinex,2,89.7,2691.0,,2026-03-22T12:18:25
flipkart,PKKITCHEN,1,89.4,2682.0,,2026-03-22T12:18:25
flipkart,Nutri Guide,1,88.5,2655.0,,2026-03-22T12:18:25
flipkart,Lyra,3,88.0,2640.0,,2026-03-22T12:18:25
flipkart,HOUSE OF COMMEN,1,88.0,2640.0,,2026-03-22T12:18:25
flipkart,BSB HOME,1,88.0,2640.0,,2026-03-22T12:18:25
flipkart,Titan,2,87.9,2637.0,,2026-03-22T12:18:25
flipkart,LUHI,1,87.9,2637.0,,2026-03-22T12:18:25
flipkart,SWASUM,2,87.8,2634.0,,2026-03-22T12:18:25
flipkart,Decent Home,5,87.8,2634.0,,2026-03-22T12:18:25
flipkart,EIO,1,87.7,2631.0,,2026-03-22T12:18:25
flipkart,SARASI,1,87.5,2625.0,,2026-03-22T12:18:25
flipkart,Micromax,2,86.5,2595.0,,2026-03-22T12:18:25
flipkart,Prithi Home's and Kitchen,2,86.5,2595.0,,2026-03-22T12:18:25
flipkart,QinPin,1,86.1,2583.0,,2026-03-22T12:18:25
flipkart,Health Plus,1,86.0,2580.0,,2026-03-22T12:18:25
flipkart,Givni Mart,1,85.9,2577.0,,2026-03-22T12:18:25
flipkart,Abirs,1,85.8,2574.0,,2026-03-22T12:18:25
flipkart,felix fashion,1,85.8,2574.0,,2026-03-22T12:18:25
flipkart,Samsung,6,85.8,2574.0,,2026-03-22T12:18:25
flipkart,PISCINA,1,85.7,2571.0,,2026-03-22T12:18:25
flipkart,Inte Enterprises,1,85.5,2565.0,,2026-03-22T12:18:25
flipkart,DREHOTRY,2,85.3,2559.0,,2026-03-22T12:18:25
flipkart,mixale,2,85.3,2559.0,,2026-03-22T12:18:25
flipkart,ADIDAS,4,85.2,2556.0,,2026-03-22T12:18:25
flipkart,Little's,3,85.2,2556.0,,2026-03-22T12:18:25
flipkart,Wildcraft,2,84.9,2547.0,,2026-03-22T12:18:25
flipkart,Home Garage,1,84.7,2541.0,,2026-03-22T12:18:25
flipkart,Vaseline,1,83.7,2511.0,,2026-03-22T12:18:25
flipkart,RiteBite Max Protein,1,83.7,2511.0,,2026-03-22T12:18:25
flipkart,Ratnas,1,83.7,2511.0,,2026-03-22T12:18:25
flipkart,Auric,1,83.6,2508.0,,2026-03-22T12:18:25
flipkart,MSM ZONE,1,83.5,2505.0,,2026-03-22T12:18:25
flipkart,WAIT BEAUTY,2,83.1,2493.0,,2026-03-22T12:18:25
flipkart,fipix,1,82.2,2466.0,,2026-03-22T12:18:25
flipkart,C-Cure,1,82.0,2460.0,,2026-03-22T12:18:25
flipkart,ONIDA,1,82.0,2460.0,,2026-03-22T12:18:25
flipkart,D8211K,1,81.7,2451.0,,2026-03-22T12:18:25
flipkart,BEAUTY TREE,1,81.5,2445.0,,2026-03-22T12:18:25
flipkart,Kenstar,1,81.4,2442.0,,2026-03-22T12:18:25
flipkart,LOKLORE,1,81.3,2439.0,,2026-03-22T12:18:25
flipkart,Dazesty,1,81.2,2436.0,,2026-03-22T12:18:25
flipkart,Lakhani Vardaan,1,81.0,2430.0,,2026-03-22T12:18:25
flipkart,Microtech,1,80.9,2427.0,,2026-03-22T12:18:25
flipkart,house of common,1,80.7,2421.0,,2026-03-22T12:18:25
flipkart,HOMESHOPEEZ,1,80.7,2421.0,,2026-03-22T12:18:25
flipkart,Pigeon by STOVE KRAFT LIMITED,1,80.6,2418.0,,2026-03-22T12:18:25
flipkart,M9Gi,2,79.8,2394.0,,2026-03-22T12:18:25
flipkart,Glen,1,79.6,2388.0,,2026-03-22T12:18:25
flipkart,Gear,4,79.5,2385.0,,2026-03-22T12:18:25
flipkart,Uppercase,1,79.4,2382.0,,2026-03-22T12:18:25
flipkart,SAYY,4,79.3,2379.0,,2026-03-22T12:18:25
flipkart,SABIRAT,1,79.1,2373.0,,2026-03-22T12:18:25
flipkart,KURRY HOME FURNISHING,1,78.8,2364.0,,2026-03-22T12:18:25
flipkart,Adare,1,78.7,2361.0,,2026-03-22T12:18:25
flipkart,faizia,1,78.5,2355.0,,2026-03-22T12:18:25
flipkart,Faigy,1,78.0,2340.0,,2026-03-22T12:18:25
flipkart,TOURWAY,1,77.8,2334.0,,2026-03-22T12:18:25
flipkart,Santoor,1,77.6,2328.0,,2026-03-22T12:18:25
flipkart,DEGNO,2,77.6,2328.0,,2026-03-22T12:18:25
flipkart,Tata Tea Gold,1,77.5,2325.0,,2026-03-22T12:18:25
flipkart,TUC,1,77.3,2319.0,,2026-03-22T12:18:25
flipkart,TATA 1mg,1,77.3,2319.0,,2026-03-22T12:18:25
flipkart,OMORTEX,4,77.1,2313.0,,2026-03-22T12:18:25
flipkart,Pharma Science,2,77.1,2313.0,,2026-03-22T12:18:25
flipkart,Refollium,2,77.0,2310.0,,2026-03-22T12:18:25
flipkart,Amplesta,1,77.0,2310.0,,2026-03-22T12:18:25
flipkart,THEODORE,1,76.9,2307.0,,2026-03-22T12:18:25
flipkart,HEALTH AIM,7,76.9,2307.0,,2026-03-22T12:18:25
flipkart,Timofy,1,76.7,2301.0,,2026-03-22T12:18:25
flipkart,Flipkart SmartBuy,1,76.6,2298.0,,2026-03-22T12:18:25
flipkart,Bharat Lifestyle,1,76.6,2298.0,,2026-03-22T12:18:25
flipkart,VEDANTRA AYURVEDA,2,76.5,2295.0,,2026-03-22T12:18:25
flipkart,itel,3,76.4,2292.0,,2026-03-22T12:18:25
flipkart,LIBRA,1,76.3,2289.0,,2026-03-22T12:18:25
flipkart,SKYBAGS,5,76.2,2286.0,,2026-03-22T12:18:25
flipkart,PARLE,3,75.7,2271.0,,2026-03-22T12:18:25
flipkart,nawani,1,75.0,2250.0,,2026-03-22T12:18:25
flipkart,APARAJ,1,74.1,2223.0,,2026-03-22T12:18:25
flipkart,Beauty Glazed,5,73.6,2208.0,,2026-03-22T12:18:25
flipkart,TUHI,1,73.3,2199.0,,2026-03-22T12:18:25
flipkart,DDecora by AXN,1,73.1,2193.0,,2026-03-22T12:18:25
flipkart,BULI-WEAR,2,73.0,2190.0,,2026-03-22T12:18:25
flipkart,VellUse,1,72.9,2187.0,,2026-03-22T12:18:25
flipkart,Vellinto,1,72.6,2178.0,,2026-03-22T12:18:25
flipkart,NOBELITE,1,72.4,2172.0,,2026-03-22T12:18:25
flipkart,Hari Enterprises,1,72.2,2166.0,,2026-03-22T12:18:25
flipkart,SPLAZOS,1,71.8,2154.0,,2026-03-22T12:18:25
flipkart,Mungat,1,71.6,2148.0,,2026-03-22T12:18:25
flipkart,Roforuf,1,71.4,2142.0,,2026-03-22T12:18:25
flipkart,prayati,2,71.2,2136.0,,2026-03-22T12:18:25
flipkart,MANCHII,2,71.1,2133.0,,2026-03-22T12:18:25
flipkart,himanshu tex,4,71.0,2130.0,,2026-03-22T12:18:25
flipkart,iVBOX,2,70.9,2127.0,,2026-03-22T12:18:25
flipkart,JM SELLER,1,70.9,2127.0,,2026-03-22T12:18:25
flipkart,GOURAVSUMANA,1,70.8,2124.0,,2026-03-22T12:18:25
flipkart,SHUKRANAA,1,70.7,2121.0,,2026-03-22T12:18:25
flipkart,VYOM,1,70.7,2121.0,,2026-03-22T12:18:25
flipkart,Robinbosky,1,70.3,2109.0,,2026-03-22T12:18:25
flipkart,zyrowear,1,70.3,2109.0,,2026-03-22T12:18:25
flipkart,ZANDU,2,70.3,2109.0,,2026-03-22T12:18:25
flipkart,Miduty,1,69.9,2097.0,,2026-03-22T12:18:25
flipkart,Xtoon,1,69.6,2088.0,,2026-03-22T12:18:25
flipkart,AN Enterprise,1,69.5,2085.0,,2026-03-22T12:18:25
flipkart,Chinmay Kids,1,69.0,2070.0,,2026-03-22T12:18:25
flipkart,Ceasefire,1,68.5,2055.0,,2026-03-22T12:18:25
flipkart,Jickosm,3,68.4,2052.0,,2026-03-22T12:18:25
flipkart,RAM musical,1,68.4,2052.0,,2026-03-22T12:18:25
flipkart,freshoak,1,68.2,2046.0,,2026-03-22T12:18:25
flipkart,NIOS SPORTS,1,67.9,2037.0,,2026-03-22T12:18:25
flipkart,Mahabali,1,67.9,2037.0,,2026-03-22T12:18:25
flipkart,HEALTHE NUTRITION,2,67.6,2028.0,,2026-03-22T12:18:25
flipkart,Bahuzo,1,67.5,2025.0,,2026-03-22T12:18:25
flipkart,MAFAHH,1,67.4,2022.0,,2026-03-22T12:18:25
flipkart,Pilgrim,1,67.1,2013.0,,2026-03-22T12:18:25
flipkart,CPEX,1,66.7,2001.0,,2026-03-22T12:18:25
flipkart,IMPEX,2,66.5,1995.0,,2026-03-22T12:18:25
flipkart,BRAGG,1,66.1,1983.0,,2026-03-22T12:18:25
flipkart,REVITI,1,66.1,1983.0,,2026-03-22T12:18:25
flipkart,V-Guard,1,66.0,1980.0,,2026-03-22T12:18:25
flipkart,The Plant Fix Plix,3,65.7,1971.0,,2026-03-22T12:18:25
flipkart,Toyify,1,65.7,1971.0,,2026-03-22T12:18:25
flipkart,touaretails,1,65.6,1968.0,,2026-03-22T12:18:25
flipkart,HASBRO GAMING,1,65.5,1965.0,,2026-03-22T12:18:25
flipkart,heoluix,1,65.2,1956.0,,2026-03-22T12:18:25
flipkart,SIKHWAL CRAFT,1,65.1,1953.0,,2026-03-22T12:18:25
flipkart,NorthZone,1,64.7,1941.0,,2026-03-22T12:18:25
flipkart,BEST CHOICE NUTRITION,2,64.5,1935.0,,2026-03-22T12:18:25
flipkart,Bake King,1,63.9,1917.0,,2026-03-22T12:18:25
flipkart,Rastic,1,63.7,1911.0,,2026-03-22T12:18:25
flipkart,shoparam,1,63.7,1911.0,,2026-03-22T12:18:25
flipkart,Scorist,2,63.3,1899.0,,2026-03-22T12:18:25
flipkart,Herbal max,1,63.3,1899.0,,2026-03-22T12:18:25
flipkart,Mother Sparsh,2,62.9,1887.0,,2026-03-22T12:18:25
flipkart,CATIVE,1,62.9,1887.0,,2026-03-22T12:18:25
flipkart,KriShyam,1,62.9,1887.0,,2026-03-22T12:18:25
flipkart,BEAUTY CLINIC,1,62.7,1881.0,,2026-03-22T12:18:25
flipkart,EARTHFUL,1,62.7,1881.0,,2026-03-22T12:18:25
flipkart,Wooden Street,2,62.6,1878.0,,2026-03-22T12:18:25
flipkart,MAX,3,62.1,1863.0,,2026-03-22T12:18:25
flipkart,Ayuzera,1,62.0,1860.0,,2026-03-22T12:18:25
flipkart,Little Bloom,5,61.7,1851.0,,2026-03-22T12:18:25
flipkart,WATCHHUT,1,61.5,1845.0,,2026-03-22T12:18:25
flipkart,Kyk,1,61.2,1836.0,,2026-03-22T12:18:25
flipkart,DOVE,1,61.2,1836.0,,2026-03-22T12:18:25
flipkart,IFB,1,61.2,1836.0,,2026-03-22T12:18:25
flipkart,MYOZ,1,60.6,1818.0,,2026-03-22T12:18:25
flipkart,Fareto,3,60.6,1818.0,,2026-03-22T12:18:25
flipkart,Darshan,2,60.5,1815.0,,2026-03-22T12:18:25
flipkart,SARAZA,2,60.3,1809.0,,2026-03-22T12:18:25
flipkart,WROGN,4,60.3,1809.0,,2026-03-22T12:18:25
flipkart,JAGA HOME DECOR,1,60.0,1800.0,,2026-03-22T12:18:25
flipkart,Style look,2,59.9,1797.0,,2026-03-22T12:18:25
flipkart,Onlinestoree,3,59.6,1788.0,,2026-03-22T12:18:25
flipkart,AJEET,2,59.5,1785.0,,2026-03-22T12:18:25
flipkart,MamyPoko,1,59.4,1782.0,,2026-03-22T12:18:25
flipkart,WELLBERG,3,59.3,1779.0,,2026-03-22T12:18:25
flipkart,Super health,3,59.1,1773.0,,2026-03-22T12:18:25
flipkart,FTAFAT,3,59.1,1773.0,,2026-03-22T12:18:25
flipkart,Stravos,1,59.0,1770.0,,2026-03-22T12:18:25
flipkart,HUSH PUPPIES,1,58.7,1761.0,,2026-03-22T12:18:25
flipkart,COOPERWINGS,1,58.4,1752.0,,2026-03-22T12:18:25
flipkart,Sleepwell,1,58.4,1752.0,,2026-03-22T12:18:25
flipkart,VEXTRO,1,58.3,1749.0,,2026-03-22T12:18:25
flipkart,NV COLLECTION,1,58.2,1746.0,,2026-03-22T12:18:25
flipkart,PRAIZY,2,57.9,1737.0,,2026-03-22T12:18:25
flipkart,Trendegic,1,57.4,1722.0,,2026-03-22T12:18:25
flipkart,Wagwanfly,2,57.1,1713.0,,2026-03-22T12:18:25
flipkart,SWISS BEAUTY,2,56.3,1689.0,,2026-03-22T12:18:25
flipkart,rowaro,2,55.9,1677.0,,2026-03-22T12:18:25
flipkart,NutriPro,3,55.7,1671.0,,2026-03-22T12:18:25
flipkart,GUHBZRG,1,54.8,1644.0,,2026-03-22T12:18:25
flipkart,totoy,1,54.8,1644.0,,2026-03-22T12:18:25
flipkart,Raider,1,54.6,1638.0,,2026-03-22T12:18:25
flipkart,Osjs,2,54.6,1638.0,,2026-03-22T12:18:25
flipkart,zentech,1,54.5,1635.0,,2026-03-22T12:18:25
flipkart,Talgo,1,54.4,1632.0,,2026-03-22T12:18:25
flipkart,PSD STEEL,3,54.4,1632.0,,2026-03-22T12:18:25
flipkart,Prescent,1,54.4,1632.0,,2026-03-22T12:18:25
flipkart,FIRST TREND,1,54.3,1629.0,,2026-03-22T12:18:25
flipkart,SALINA,4,54.3,1629.0,,2026-03-22T12:18:25
flipkart,YOUNG STAR,1,54.2,1626.0,,2026-03-22T12:18:25
flipkart,LOIS CARON,2,54.1,1623.0,,2026-03-22T12:18:25
flipkart,DEAL TO DEAL,3,54.1,1623.0,,2026-03-22T12:18:25
flipkart,GRANIC FARMS,2,53.9,1617.0,,2026-03-22T12:18:25
flipkart,Evince,1,53.7,1611.0,,2026-03-22T12:18:25
flipkart,FAZZA,1,53.6,1608.0,,2026-03-22T12:18:25
flipkart,Silver's,2,53.6,1608.0,,2026-03-22T12:18:25
flipkart,Thakkar,2,53.4,1602.0,,2026-03-22T12:18:25
flipkart,Trendy House,9,53.4,1602.0,,2026-03-22T12:18:25
flipkart,BLIVE,1,53.3,1599.0,,2026-03-22T12:18:25
flipkart,AKRAM GARMENT,1,53.2,1596.0,,2026-03-22T12:18:25
flipkart,Imagimake,2,52.9,1587.0,,2026-03-22T12:18:25
flipkart,Fravy,1,52.7,1581.0,,2026-03-22T12:18:25
flipkart,Craftinger,1,52.5,1575.0,,2026-03-22T12:18:25
flipkart,Happy Baby,1,52.2,1566.0,,2026-03-22T12:18:25
flipkart,SPYDER HOME DECORE,3,52.0,1560.0,,2026-03-22T12:18:25
flipkart,PHARMAZAIN LIFE SCIENCES,2,52.0,1560.0,,2026-03-22T12:18:25
flipkart,B-FIT,1,51.8,1554.0,,2026-03-22T12:18:25
flipkart,SIVOM,3,51.4,1542.0,,2026-03-22T12:18:25
flipkart,Shivam Fashion,1,51.1,1533.0,,2026-03-22T12:18:25
flipkart,Bhavana,1,50.7,1521.0,,2026-03-22T12:18:25
flipkart,SpecialNS,1,50.7,1521.0,,2026-03-22T12:18:25
flipkart,KARNAL,1,50.6,1518.0,,2026-03-22T12:18:25
flipkart,HealthyHey Nutrition,2,50.5,1515.0,,2026-03-22T12:18:25
flipkart,Quickmart,2,50.4,1512.0,,2026-03-22T12:18:25
flipkart,MAZORIA,1,50.4,1512.0,,2026-03-22T12:18:25
flipkart,Haier,2,50.4,1512.0,,2026-03-22T12:18:25
flipkart,Bachpan,1,50.3,1509.0,,2026-03-22T12:18:25
flipkart,CUTE TREND,1,50.1,1503.0,,2026-03-22T12:18:25
flipkart,BabyToons,1,50.1,1503.0,,2026-03-22T12:18:25
flipkart,IAFA,1,49.8,1494.0,,2026-03-22T12:18:25
flipkart,WISHKEY,1,49.6,1488.0,,2026-03-22T12:18:25
flipkart,Birde,1,49.5,1485.0,,2026-03-22T12:18:25
flipkart,NOVA,1,49.4,1482.0,,2026-03-22T12:18:25
flipkart,Sasimo,1,49.3,1479.0,,2026-03-22T12:18:25
flipkart,TONY STARK,1,49.3,1479.0,,2026-03-22T12:18:25
flipkart,Jeevan jyoti agency,1,48.7,1461.0,,2026-03-22T12:18:25
flipkart,MOMISY,1,48.6,1458.0,,2026-03-22T12:18:25
flipkart,Flicka,1,48.5,1455.0,,2026-03-22T12:18:25
flipkart,U.S. NATURE'S LAP,1,48.5,1455.0,,2026-03-22T12:18:25
flipkart,COMBRAIDED,2,48.4,1452.0,,2026-03-22T12:18:25
